"","Name","Age","Overall rating","Potential","Team & Contract","ID","Height","Weight","foot","Best overall","Best position","Growth","Joined","Loan date end","Value","Wage","Release clause","Total attacking","Crossing","Finishing","Heading accuracy","Short passing","Volleys","Total skill","Dribbling","Curve","FK Accuracy","Long passing","Ball control","Total movement","Acceleration","Sprint speed","Agility","Reactions","Balance","Total power","Shot power","Jumping","Stamina","Strength","Long shots","Total mentality","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Total defending","Marking","Standing tackle","Sliding tackle","Total goalkeeping","GK Diving","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Total stats","Base stats","Weak foot","Skill moves","Attacking work rate","Defensive work rate","International reputation","Body type","Pace / Diving","Shooting / Handling","Passing / Kicking","Dribbling / Reflexes","Defending / Pace","Physical / Positioning"
"","O. JohnLM RM",26,73,73,"Vitória SC
2018 ~ 2021",202101,"179cm / 5'10""","72kg / 159lbs","Right",72,"RW",0,"Jul 21, 2018","N/A","€4.3M","€10K","€9M",318,73,62,49,74,60,361,78,73,69,65,76,363,79,75,70,68,71,324,74,61,54,70,65,267,37,31,65,72,62,68,60,18,23,19,67,14,13,12,12,16,1760,374,4,4,"Medium","Low",2,"Normal (170-185)",77,65,72,76,25,59
"","A. MaximCAM CM LM",27,73,73,"FSV Mainz 05
2017 ~ 2021",211061,"177cm / 5'10""","73kg / 161lbs","Right",72,"CAM",0,"Jul 1, 2017","N/A","€4.2M","€20K","€7.5M",315,70,63,40,70,72,377,80,81,72,70,74,367,77,55,87,70,78,308,68,52,69,49,70,304,48,43,67,74,72,68,80,27,30,23,50,14,8,9,9,10,1801,367,4,5,"Medium","Medium",2,"Lean (170-185)",65,67,71,78,32,54
"","F. LértoraCDM",27,73,73,"Belgrano
2016 ~ 2021",215157,"176cm / 5'9""","73kg / 161lbs","Right",76,"CB",0,"Jul 1, 2016","N/A","€3.4M","€10K","€4.9M",307,64,49,80,61,53,306,62,54,58,59,73,310,64,62,63,67,54,338,65,83,77,73,40,335,82,78,54,63,58,64,232,73,80,79,44,8,7,14,8,7,1872,393,3,2,"Medium","Medium",1,"Normal (170-185)",63,51,61,65,77,76
"","A. RispoliRB RM",29,73,73,"Palermo
2015 ~ 2021",189557,"188cm / 6'2""","83kg / 183lbs","Right",73,"RB",0,"Jul 2, 2015","N/A","€3M","€5K","€4.8M",327,71,68,69,68,51,325,69,61,54,68,73,364,81,83,73,73,54,371,67,80,87,82,55,324,69,68,67,61,59,67,204,67,70,67,60,15,10,14,9,12,1975,431,3,3,"High","Medium",1,"Normal (185+)",82,64,66,70,68,81
"","I. BaldéST",29,73,73,"Real Oviedo
2018 ~ 2020",197238,"190cm / 6'3""","85kg / 187lbs","Right",72,"ST",0,"Aug 4, 2018","N/A","€4M","€10K","€6.4M",349,59,73,75,63,79,297,68,60,59,43,67,323,64,68,75,70,46,380,77,75,77,82,69,289,71,17,72,65,64,66,60,14,32,14,51,9,11,12,8,11,1749,369,3,3,"Medium","Medium",1,"Normal (185+)",66,73,59,67,26,78
"","Miguel VieiraCB",27,73,74,"Lugo
2018 ~ 2021",229494,"190cm / 6'3""","80kg / 176lbs","Right",72,"CB",1,"Jul 17, 2018","N/A","€3.8M","€8K","€6.3M",216,32,24,68,59,33,197,35,30,26,42,64,274,56,56,45,70,47,289,47,74,65,79,24,253,78,73,24,31,47,70,215,70,76,69,58,13,10,13,10,12,1502,322,2,2,"Medium","Medium",1,"Normal (185+)",56,30,42,47,72,75
"","L. FreemanLM CAM",26,73,73,"Queens Park Rangers
2017 ~ 2021",169078,"172cm / 5'8""","73kg / 161lbs","Left",73,"CAM",0,"Jan 30, 2017","N/A","€4.3M","€10K","€8.2M",317,75,66,44,71,61,359,76,76,69,67,71,383,78,76,86,65,78,339,68,75,72,54,70,328,58,63,68,77,62,64,152,40,60,52,49,7,12,11,11,8,1927,404,3,3,"Medium","Medium",1,"Stocky (170-185)",77,67,73,75,52,60
"","E. KaracaRM CAM",28,73,73,"Alanyaspor
2013 ~ 2021",234870,"166cm / 5'5""","56kg / 123lbs","Right",72,"RM",0,"Jul 17, 2013","N/A","€4M","€15K","€8.1M",286,58,64,45,69,50,327,76,45,63,67,76,424,84,83,87,76,94,276,65,35,75,46,55,274,31,41,66,68,68,62,126,49,42,35,54,9,15,11,6,13,1767,382,4,3,"High","Medium",1,"Lean (170-)",83,62,65,78,44,50
"","G. HooperST",30,73,73,"Sheffield Wednesday
2016 ~ 2019",179574,"175cm / 5'9""","71kg / 157lbs","Right",72,"ST",0,"Jan 22, 2016","N/A","€3.9M","€30K","€7.3M",350,59,77,72,72,70,284,65,48,50,48,73,339,66,66,67,67,73,357,77,71,67,75,67,281,59,15,75,60,72,79,62,20,27,15,57,13,7,9,16,12,1730,365,2,3,"Medium","Low",1,"Stocky (170-185)",66,74,61,68,26,70
"","R. EmondST",26,73,73,"Standard Liège
2015 ~ 2020",215927,"186cm / 6'1""","73kg / 161lbs","Right",72,"ST",0,"Aug 31, 2015","N/A","€4.4M","€15K","€6.6M",335,48,78,75,62,72,287,60,64,66,33,64,332,65,69,65,73,60,343,70,68,71,74,60,299,47,38,81,59,74,74,53,14,18,21,58,16,12,6,10,14,1707,351,3,2,"Medium","Low",1,"Lean (185+)",67,72,55,62,27,68
"","Nélson OliveiraST",26,73,73,"Reading
Jun 30, 2019 On loan",189303,"186cm / 6'1""","82kg / 181lbs","Right",72,"ST",0,"Aug 30, 2016","Jun 30, 2019","€4.4M","€30K","€0",335,55,73,70,67,70,310,71,65,47,55,72,338,64,75,66,66,67,353,76,64,67,78,68,321,75,36,72,62,76,71,96,27,40,29,39,8,7,7,7,10,1792,385,4,3,"High","Medium",1,"Lean (185+)",70,73,61,70,37,74
"","F. MezaCB",26,73,75,"Tigres UANL
2016 ~ 2020",214136,"184cm / 6'0""","73kg / 161lbs","Right",72,"CB",2,"Jan 1, 2016","N/A","€4M","€40K","€6.7M",244,35,45,74,65,25,261,59,30,40,67,65,314,64,66,60,66,58,271,35,75,65,73,23,269,69,78,47,42,33,70,218,72,73,73,59,9,14,11,15,10,1636,359,3,2,"Low","High",1,"Lean (170-185)",65,37,52,61,74,70
"","Pedro PorroRWB RB RM",18,73,86,"Girona
2017 ~ 2023",243576,"176cm / 5'9""","70kg / 154lbs","Right",72,"RWB",13,"Jul 1, 2017","N/A","€6.5M","€9K","€17.7M",317,73,61,61,69,53,317,76,56,45,62,78,366,75,77,78,64,72,317,68,62,78,50,59,316,67,68,70,65,46,67,211,68,71,72,48,15,7,14,5,7,1892,409,3,3,"High","Medium",1,"Lean (170-185)",76,61,66,76,69,61
"","O. NtchamCM CDM",22,73,82,"Celtic
2017 ~ 2022",218745,"180cm / 5'11""","81kg / 179lbs","Right",72,"CM",9,"Jul 12, 2017","N/A","€6M","€30K","€12M",317,66,58,51,76,66,361,74,69,70,74,74,359,75,75,71,63,75,363,76,55,80,78,74,345,66,69,66,72,72,73,208,72,73,63,48,8,14,14,6,6,2001,430,3,3,"High","High",1,"Normal (170-185)",75,66,72,73,69,75
"","M. KnollCDM CB",27,73,73,"St. Pauli
2018 ~ 2022",202106,"184cm / 6'0""","81kg / 179lbs","Left",73,"CB",0,"Jul 1, 2018","N/A","€3.4M","€15K","€5.4M",302,69,38,73,73,49,352,59,78,83,65,67,360,72,76,73,73,66,393,80,87,79,78,69,331,73,68,57,66,67,65,220,75,76,69,58,14,9,14,10,11,2016,415,3,2,"Medium","Medium",1,"Normal (170-185)",74,56,70,64,73,78
"","A. BakasetasCAM RM ST",25,73,76,"AEK Athens
2016 ~ 2022",208250,"181cm / 5'11""","78kg / 172lbs","Left",72,"CAM",3,"Jul 1, 2016","N/A","€5M","€1K","€11.4M",352,70,70,68,76,68,356,68,70,74,72,72,335,65,72,68,65,65,371,79,68,73,73,78,315,61,44,72,75,63,65,119,45,33,41,59,12,12,13,8,14,1907,398,4,3,"High","Medium",1,"Normal (170-185)",69,73,74,69,43,70
"","M. BarriosRM RW ST",27,73,73,"Dallas
2015 ~ 2019",221306,"162cm / 5'4""","65kg / 143lbs","Right",72,"RW",0,"Feb 20, 2015","N/A","€4.2M","€8K","€6.3M",316,66,65,49,67,69,327,72,64,63,58,70,441,94,91,92,70,94,307,74,63,77,34,59,303,56,49,68,71,59,70,120,54,36,30,52,9,8,11,15,9,1866,394,2,3,"High","Low",1,"Stocky (170-)",92,66,66,74,45,51
"","Bruno GasparRB",25,73,75,"Sporting CP
2018 ~ 2023",225402,"176cm / 5'9""","68kg / 150lbs","Right",73,"RB",2,"Jul 1, 2018","N/A","€4M","€10K","€8.3M",313,73,50,60,70,60,322,75,74,35,65,73,395,79,85,84,70,77,352,68,78,78,64,64,307,67,66,66,60,48,72,212,67,72,73,44,9,10,7,8,10,1945,418,3,3,"High","Medium",1,"Normal (170-185)",82,58,66,75,68,69
"","S. SalcedoCB",20,73,82,"Huracán
2018 ~ 2022",228730,"183cm / 6'0""","75kg / 165lbs","Right",72,"CB",9,"Jul 23, 2018","N/A","€5.5M","€10K","€9.4M",222,39,31,73,45,34,212,46,33,32,48,53,331,66,69,55,74,67,316,52,85,71,81,27,246,61,71,28,43,43,72,224,73,77,74,47,7,14,6,7,13,1598,346,3,2,"Medium","High",1,"Normal (170-185)",68,35,43,51,74,75
"","G. SavilleCM LM",25,73,76,"Middlesbrough
2019 ~ 2022",204412,"176cm / 5'9""","73kg / 161lbs","Left",72,"CM",3,"Jan 1, 2019","N/A","€4.9M","€40K","€9.8M",331,64,69,70,72,56,344,71,64,69,70,70,346,65,63,72,73,73,378,66,86,91,66,69,345,81,69,69,72,54,64,206,67,70,69,55,7,11,12,11,14,2005,417,3,3,"Medium","Medium",1,"Lean (170-185)",64,67,70,71,69,76
"","V. Le GoffLB",28,73,73,"Lorient
2014 ~ 2022",193148,"177cm / 5'10""","68kg / 150lbs","Left",73,"LWB",0,"Jul 17, 2014","N/A","€3.2M","€8K","€5.5M",295,71,60,42,70,52,310,70,50,47,72,71,363,73,69,78,68,75,334,60,62,82,62,68,311,62,73,71,62,43,68,222,73,74,75,48,6,11,7,16,8,1883,407,3,3,"High","Medium",1,"Lean (170-185)",71,61,67,71,70,67
"","P. SchiattarellaCM CDM",31,73,73,"SPAL
2016 ~ 2020",188541,"178cm / 5'10""","73kg / 161lbs","Right",72,"CAM",0,"Aug 18, 2016","N/A","€3.4M","€10K","€6.2M",320,63,60,60,76,61,342,72,65,58,71,76,373,78,79,75,71,70,350,71,63,79,69,68,331,75,58,68,73,57,69,186,65,61,60,57,11,12,5,14,15,1959,420,4,3,"High","High",1,"Lean (170-185)",79,64,71,73,61,72
"","B. Martins IndiCB LB",26,73,76,"Stoke City
2017 ~ 2022",199550,"185cm / 6'1""","76kg / 168lbs","Left",72,"CB",3,"Aug 11, 2017","N/A","€4.2M","€30K","€8.2M",280,71,38,72,67,32,251,54,30,38,68,61,285,53,55,52,65,60,304,56,57,65,86,40,273,82,71,42,40,38,68,217,71,73,73,48,11,9,7,15,6,1658,363,3,2,"Medium","Medium",2,"Normal (185+)",54,42,59,57,72,79
"","F. SørensenCB RB",26,73,76,"FC Köln
2015 ~ 2021",201342,"194cm / 6'4""","88kg / 194lbs","Right",72,"CB",3,"Jul 11, 2015","N/A","€4.2M","€15K","€6.5M",240,53,18,74,69,26,263,62,48,26,65,62,274,52,66,51,70,35,319,67,66,69,84,33,283,77,71,30,65,40,72,213,70,73,70,56,11,10,14,10,11,1648,364,3,2,"Medium","Medium",1,"Lean (185+)",60,33,61,60,72,78
"","Bruno AlvesCB",36,73,73,"Parma
2018 ~ 2020",138110,"189cm / 6'2""","83kg / 183lbs","Right",72,"CB",0,"Jul 12, 2018","N/A","€550K","€20K","€990K",319,65,60,74,62,58,351,64,75,78,71,63,274,46,38,66,63,61,397,81,88,64,88,76,330,88,63,50,56,73,80,216,72,74,70,68,15,13,16,9,15,1955,390,3,3,"Medium","Medium",2,"Normal (185+)",42,67,64,64,71,82
"","D. WardGK",25,73,75,"Leicester City
2018 ~ 2022",207998,"191cm / 6'3""","88kg / 194lbs","Right",72,"GK",2,"Jul 21, 2018","N/A","€3.4M","€30K","€6.7M",80,13,11,13,30,13,113,19,15,14,42,23,251,46,44,38,70,53,187,25,64,22,60,16,110,25,20,7,38,20,56,46,8,20,18,356,74,72,64,72,74,1143,401,3,1,"Medium","Medium",1,"Normal (185+)",74,72,64,74,45,72
"","J. HowsonCM",30,73,73,"Middlesbrough
2017 ~ 2020",183422,"180cm / 5'11""","77kg / 170lbs","Right",72,"CM",0,"Jul 7, 2017","N/A","€3.7M","€40K","€7M",316,63,65,45,71,72,340,70,66,61,70,73,340,66,64,70,71,69,360,78,58,86,66,72,343,71,66,70,73,63,74,198,60,72,66,60,16,9,12,11,12,1957,411,3,3,"Medium","High",1,"Normal (170-185)",65,70,69,71,64,72
"","KekoRM",26,73,73,"Real Valladolid
Jun 30, 2019 On loan",194174,"172cm / 5'8""","68kg / 150lbs","Right",72,"CAM",0,"Jul 1, 2016","Jun 30, 2019","€4.3M","€15K","€0",315,74,65,34,73,69,354,73,73,65,70,73,369,75,71,75,75,73,324,67,64,60,67,66,327,54,59,73,75,66,68,143,47,53,43,51,15,12,8,9,7,1883,398,4,3,"Medium","Medium",2,"Normal (170-185)",73,66,73,73,50,63
"","O. McBurnieST LW",22,73,80,"Swansea City
2015 ~ 2021",220031,"191cm / 6'3""","77kg / 170lbs","Right",72,"ST",7,"Jul 13, 2015","N/A","€5.5M","€20K","€11.6M",315,40,74,74,66,61,249,70,42,31,37,69,333,64,72,61,71,65,353,76,69,71,80,57,291,60,28,72,66,65,63,81,32,29,20,62,13,11,12,13,13,1684,367,2,3,"Medium","Low",1,"Lean (185+)",68,70,54,69,33,73
"","J. DinennoST",23,73,78,"Deportivo Cali
Dec 31, 2019 On loan",220287,"186cm / 6'1""","84kg / 185lbs","Right",72,"ST",5,"Jul 1, 2013","Dec 31, 2019","€5.5M","€3K","€0",327,44,77,79,60,67,296,62,56,60,48,70,301,64,70,57,66,44,374,76,76,72,86,64,270,46,21,76,59,68,66,61,25,15,21,54,16,7,15,8,8,1683,358,3,2,"High","Low",1,"Normal (185+)",67,73,55,63,26,74
"","C. ChiminoRB",30,73,73,"Huracán
2018 ~ 2019",223615,"178cm / 5'10""","72kg / 159lbs","Right",72,"RB",0,"Jul 23, 2018","N/A","€2.9M","€15K","€4.3M",256,71,35,58,58,34,285,63,58,45,53,66,362,78,82,67,72,63,330,60,66,84,67,53,305,70,71,54,48,62,69,213,70,70,73,57,12,13,15,11,6,1808,389,2,3,"Medium","Medium",1,"Normal (170-185)",80,46,57,65,69,72
"","S. VieraGK",35,73,73,"Junior
2011 ~ 2020",161663,"184cm / 6'0""","86kg / 190lbs","Right",72,"GK",0,"Jan 1, 2011","N/A","€950K","€2K","€1.3M",57,12,8,14,11,12,195,7,69,74,21,24,243,41,37,45,69,51,199,33,69,28,60,9,142,30,22,14,52,24,58,44,26,9,9,361,71,70,72,73,75,1241,400,3,1,"Medium","Medium",1,"Normal (170-185)",71,70,72,75,39,73
"","W. FaríñezGK",20,73,87,"Millonarios
2018 ~ 2020",228736,"181cm / 5'11""","81kg / 179lbs","Right",72,"GK",14,"Jan 1, 2018","N/A","€7.5M","€3K","€15.2M",94,18,19,17,25,15,108,14,22,18,29,25,302,49,54,69,65,65,210,25,75,39,51,20,144,23,17,15,66,23,45,62,25,16,21,363,73,70,69,74,77,1283,415,3,1,"Medium","Medium",1,"Normal (170-185)",73,70,69,77,52,74
"","B. DibassyLB CB",28,73,73,"Amiens SC
2016 ~ 2021",234624,"183cm / 6'0""","74kg / 163lbs","Left",72,"LB",0,"Jul 1, 2016","N/A","€3.2M","€15K","€6.3M",297,70,48,67,68,44,289,71,54,30,64,70,354,78,75,67,67,67,358,68,72,83,76,59,287,72,71,60,48,36,64,218,72,74,72,33,6,5,8,9,5,1836,410,3,2,"High","High",1,"Lean (170-185)",76,54,61,70,72,77
"","D. SimpsonRB",31,73,73,"Leicester City
2014 ~ 2019",169600,"176cm / 5'9""","80kg / 176lbs","Right",76,"CB",0,"Aug 30, 2014","N/A","€2.6M","€40K","€5M",276,65,27,70,64,50,267,64,44,32,59,68,340,63,54,63,82,78,300,37,77,64,68,54,334,80,79,58,63,54,70,238,81,79,78,58,10,15,13,9,11,1813,373,3,3,"Low","High",2,"Normal (170-185)",58,38,61,67,79,70
"","Benjamin MeseiraRB",34,73,73,"Chapecoense
2018 ~ 2021",230529,"180cm / 5'11""","75kg / 165lbs","Right",73,"RB",0,"Jan 1, 2018","N/A","€1.1M","€15K","€2.2M",257,74,34,52,65,32,300,67,61,47,54,71,368,77,81,70,73,67,334,70,64,85,71,44,292,67,70,53,51,51,70,212,73,70,69,52,8,9,16,10,9,1815,396,3,3,"High","Medium",1,"Normal (170-185)",79,45,61,69,69,73
"","C. NingaLM LW ST",25,73,74,"Caen
2018 ~ 2022",231041,"186cm / 6'1""","81kg / 179lbs","Right",73,"ST",1,"Jul 4, 2018","N/A","€4.8M","€20K","€9.9M",343,69,71,63,69,71,319,72,65,53,60,69,379,89,90,70,71,59,391,79,78,84,78,72,297,69,24,70,64,70,67,69,21,25,23,50,6,11,9,15,9,1848,404,3,3,"High","Medium",1,"Normal (185+)",90,73,66,70,27,78
"","M. OstrzolekLB LWB CDM",28,73,73,"Hannover 96
2017 ~ 2020",202115,"178cm / 5'10""","72kg / 159lbs","Left",73,"LB",0,"Jul 1, 2017","N/A","€3.2M","€20K","€5.7M",288,72,36,60,71,49,325,73,60,47,69,76,377,77,75,77,72,76,319,66,67,78,65,43,320,74,68,59,59,60,68,214,68,73,73,57,12,8,14,9,14,1900,402,3,3,"Medium","Medium",2,"Normal (170-185)",76,46,67,74,69,70
"","J. LivermoreCM CDM",28,73,73,"West Bromwich Albion
2017 ~ 2022",189059,"180cm / 5'11""","74kg / 163lbs","Right",74,"CDM",0,"Jan 20, 2017","N/A","€4M","€30K","€7.5M",326,65,59,66,77,59,341,67,69,58,73,74,337,65,61,65,74,72,372,72,69,84,77,70,334,77,72,61,67,57,78,214,76,72,66,51,9,15,8,10,9,1975,418,2,3,"Medium","Medium",2,"Stocky (170-185)",63,64,71,70,72,78
"","R. AliouiST",26,73,74,"Nîmes
2016 ~ 2019",205188,"186cm / 6'1""","82kg / 181lbs","Right",72,"ST",1,"Jul 5, 2016","N/A","€4.8M","€15K","€9.9M",322,57,76,67,67,55,320,69,63,74,45,69,324,68,74,69,67,46,361,79,71,64,77,70,278,49,36,72,66,55,67,71,41,19,11,54,15,15,11,6,7,1730,375,3,3,"High","Medium",1,"Normal (185+)",71,73,62,68,33,68
"","E. CeruttiRM ST LM",26,73,73,"Independiente
Jun 30, 2019 On loan",219525,"179cm / 5'10""","75kg / 165lbs","Right",72,"RW",0,"Jan 31, 2018","Jun 30, 2019","€4.3M","€15K","€0",320,70,59,58,68,65,326,76,63,51,65,71,395,88,84,85,68,70,335,68,67,74,56,70,315,73,34,70,69,69,73,91,56,17,18,54,10,12,10,14,8,1836,392,4,4,"Medium","Medium",1,"Normal (170-185)",86,64,67,75,36,64
"","Gustavo LobateiroCAM ST CF",30,73,73,"Internacional
2018 ~ 2021",230277,"180cm / 5'11""","76kg / 168lbs","Left",73,"LW",0,"Jan 1, 2018","N/A","€3.8M","€20K","€7.2M",326,67,67,60,77,55,297,74,50,44,61,68,383,81,80,79,72,71,301,63,54,56,63,65,281,44,35,77,69,56,69,85,28,28,29,52,8,9,8,12,15,1725,375,5,3,"High","Low",1,"Normal (170-185)",80,65,68,72,33,57
"","Pere MillaCAM RM LM",25,73,76,"SD Eibar
2016 ~ 2020",225926,"179cm / 5'10""","70kg / 154lbs","Left",73,"LW",3,"Jul 2, 2016","N/A","€5M","€15K","€10.9M",334,72,75,56,69,62,334,78,65,58,60,73,368,78,76,78,68,68,334,76,54,72,62,70,280,45,32,72,69,62,57,98,40,30,28,62,10,10,14,14,14,1810,391,2,3,"Medium","Low",1,"Normal (170-185)",77,73,68,76,36,61
"","E. PietersLB LWB",29,73,73,"Amiens SC
Jun 30, 2019 On loan",178567,"186cm / 6'1""","87kg / 192lbs","Left",75,"CB",0,"Jul 1, 2013","Jun 30, 2019","€3M","€15K","€0",282,69,32,74,73,34,329,70,70,56,62,71,328,67,67,62,70,62,321,51,72,79,83,36,347,88,71,64,65,59,66,221,74,74,73,61,16,15,8,12,10,1889,399,3,3,"Medium","High",2,"Normal (185+)",67,40,68,69,73,82
"","LuisinhoLB",33,73,73,"Huesca
2018 ~ 2021",180359,"171cm / 5'7""","62kg / 137lbs","Left",72,"LB",0,"Jul 2, 2018","N/A","€1.5M","€15K","€3.4M",313,76,49,68,75,45,339,71,67,59,68,74,361,69,67,70,77,78,262,59,38,55,57,53,340,83,76,66,64,51,70,218,63,77,78,49,8,8,13,8,12,1882,397,3,3,"High","Medium",1,"Lean (170-185)",68,53,71,72,72,61
"","J. JohanssonCM CDM",28,73,73,"Rennes
2018 ~ 2020",181383,"187cm / 6'2""","86kg / 190lbs","Right",74,"CDM",0,"Jul 1, 2018","N/A","€4M","€30K","€7.5M",307,46,59,66,77,59,301,65,55,42,70,69,278,55,54,50,71,48,358,74,43,87,86,68,327,74,74,67,68,44,76,217,72,80,65,55,7,11,15,9,13,1843,402,2,3,"High","High",1,"Normal (185+)",54,63,65,64,74,82
"","I. LichnovskyCB",24,73,79,"Cruz Azul
2018 ~ 2023",214408,"188cm / 6'2""","79kg / 174lbs","Right",72,"CB",6,"Jul 12, 2018","N/A","€4.7M","€15K","€8.9M",236,38,35,72,65,26,253,55,44,27,62,65,334,71,68,67,57,71,316,61,81,64,77,33,273,73,71,50,38,41,63,225,75,75,75,61,10,9,12,15,15,1698,367,4,2,"Medium","Medium",1,"Normal (185+)",69,40,51,60,74,73
"","F. VicariCB",23,73,80,"SPAL
2016 ~ 2022",215433,"190cm / 6'3""","80kg / 176lbs","Right",72,"CB",7,"Aug 11, 2016","N/A","€4.8M","€10K","€9.6M",218,32,21,69,66,30,200,36,23,28,57,56,237,37,45,45,68,42,271,44,72,54,80,21,236,68,68,24,41,35,62,228,74,78,76,57,16,11,7,10,13,1447,307,2,2,"Low","High",1,"Normal (185+)",41,27,49,45,74,71
"","S. NaismithST CF CAM LM",31,73,73,"Hearts
Jun 30, 2019 On loan",163209,"178cm / 5'10""","72kg / 159lbs","Right",72,"ST",0,"Jan 19, 2016","Jun 30, 2019","€3.6M","€9K","€0",350,63,73,75,70,69,323,68,72,42,70,71,354,68,65,75,75,71,382,74,86,78,77,67,377,86,67,76,78,70,80,176,60,59,57,56,12,11,8,9,16,2018,419,3,3,"High","High",2,"Normal (170-185)",66,72,69,70,62,80
"","R. VlaarCB",33,73,73,"AZ
2015 ~ 2020",168585,"189cm / 6'2""","80kg / 176lbs","Right",72,"CB",0,"Dec 7, 2015","N/A","€1.6M","€10K","€2.4M",270,29,47,71,68,55,287,52,39,69,67,60,203,30,35,30,68,40,328,76,50,46,92,64,309,71,73,39,59,67,72,221,78,73,70,46,11,9,8,11,7,1664,347,4,2,"Medium","Medium",2,"Normal (185+)",33,57,57,52,74,74
"","L. BarriosST",33,73,73,"Huracán
2019 ~ 2020",183177,"188cm / 6'2""","84kg / 185lbs","Right",71,"ST",0,"Jan 21, 2019","N/A","€2.5M","€15K","€3.8M",337,56,76,75,64,66,316,67,70,50,61,68,304,65,61,65,65,48,347,77,67,63,76,64,320,69,40,75,65,71,73,121,38,40,43,65,16,15,16,8,10,1810,378,3,3,"High","Low",3,"Normal (185+)",63,73,62,66,43,71
"","P. NardiGK",24,73,79,"Cercle Brugge
Jun 30, 2019 On loan",206218,"188cm / 6'2""","82kg / 181lbs","Right",72,"GK",6,"Jun 12, 2014","Jun 30, 2019","€4M","€8K","€0",82,10,10,17,35,10,82,10,12,10,25,25,253,54,43,35,69,52,165,20,61,20,54,10,125,24,20,10,55,16,35,39,15,14,10,357,78,67,68,67,77,1103,405,3,1,"Medium","Medium",1,"Lean (185+)",78,67,68,77,48,67
"","H. MagnússonCB LB",25,73,78,"CSKA Moskva
2018 ~ 2022",208522,"190cm / 6'3""","81kg / 179lbs","Left",72,"CB",5,"Jul 1, 2018","N/A","€4.5M","€1K","€10.2M",287,69,45,68,72,33,330,64,74,60,75,57,309,57,74,52,71,55,329,62,70,70,76,51,249,70,71,24,45,39,66,219,74,74,71,40,10,5,5,10,10,1763,387,2,2,"Medium","Medium",1,"Normal (185+)",66,48,66,61,73,73
"","F. AristeguietaST",26,73,74,"América de Cali
2018 ~ 2023",212618,"188cm / 6'2""","84kg / 185lbs","Right",72,"ST",1,"Jul 30, 2018","N/A","€4.8M","€3K","€6.8M",335,46,79,80,60,70,301,66,63,49,49,74,291,55,54,66,65,51,382,68,80,78,85,71,294,75,30,76,46,67,60,131,48,43,40,48,8,6,8,15,11,1782,374,3,2,"High","Medium",1,"Normal (185+)",54,74,52,68,45,81
"","O. EdouardST",20,73,84,"Celtic
2018 ~ 2022",233866,"187cm / 6'2""","83kg / 183lbs","Right",72,"ST",11,"Jul 1, 2018","N/A","€7M","€30K","€14M",325,52,73,68,68,64,322,76,69,55,48,74,381,88,82,72,66,73,351,73,67,70,76,65,306,64,35,70,68,69,68,112,44,40,28,50,7,6,13,11,13,1847,405,3,3,"High","Medium",1,"Normal (185+)",85,71,61,74,42,72
"","Dani PachecoLM",27,73,73,"Málaga
2018 ~ 2021",188554,"168cm / 5'6""","65kg / 143lbs","Right",73,"CAM",0,"Aug 15, 2018","N/A","€4.2M","€10K","€6.7M",327,71,71,47,76,62,386,77,78,80,74,77,385,72,70,85,68,90,334,65,72,68,58,71,291,48,39,66,69,69,66,92,41,28,23,55,12,8,10,13,12,1870,387,3,3,"High","Low",1,"Normal (170-)",71,69,74,78,36,59
"","A. JahovićST",31,73,73,"Konyaspor
2018 ~ 2020",212107,"191cm / 6'3""","90kg / 198lbs","Right",72,"ST",0,"Jan 30, 2018","N/A","€3.6M","€15K","€7.2M",312,36,77,76,63,60,254,66,38,40,43,67,291,63,64,55,62,47,342,77,54,55,91,65,276,70,15,78,44,69,69,88,44,25,19,56,10,14,15,9,8,1619,358,3,3,"High","Low",1,"Normal (185+)",64,73,48,64,33,76
"","Evandro RochedoST",34,73,73,"Atlético Mineiro
2018 ~ 2021",230283,"187cm / 6'2""","82kg / 181lbs","Right",72,"ST",0,"Jan 1, 2018","N/A","€2.1M","€30K","€4M",333,57,75,64,64,73,334,70,63,72,55,74,303,58,56,59,77,53,334,79,54,43,84,74,296,58,37,75,54,72,73,104,15,44,45,56,9,15,9,12,11,1760,365,4,3,"Medium","Medium",1,"Normal (185+)",57,75,60,70,36,67
"","K. WestwoodGK",33,73,73,"Sheffield Wednesday
2014 ~ 2021",172939,"187cm / 6'2""","86kg / 190lbs","Left",72,"GK",0,"Jul 7, 2014","N/A","€2M","€15K","€3.8M",93,20,11,20,28,14,88,20,11,12,23,22,266,50,45,58,65,48,209,24,62,25,78,20,147,38,22,15,41,31,66,59,20,20,19,364,75,70,70,74,75,1226,411,4,1,"Medium","Medium",1,"Normal (185+)",75,70,70,75,47,74
"","M. BritosCB",32,73,73,"Watford
2015 ~ 2019",189067,"190cm / 6'3""","85kg / 187lbs","Left",72,"CB",0,"Jul 22, 2015","N/A","€2.3M","€40K","€4.4M",235,43,37,73,60,22,268,47,47,52,64,58,240,37,38,45,67,53,257,30,76,41,79,31,262,83,73,24,31,51,66,218,74,73,71,57,12,13,11,10,11,1537,316,3,2,"Medium","High",2,"Normal (185+)",38,34,50,51,73,70
