"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Heading.accuracy","Long.passing","Ball.control","Total.movement","Jumping","Stamina","Strength","Total.mentality","Total.defending"
"P. Sandler",21,70,83,3,"Defender",3e+06,30000,2,68,70,70,313,69,65,75,283,211
"Ş. Çinaz",32,70,70,1,"Defender",1e+06,8000,2,67,69,59,266,84,74,77,310,200
"J. Elliott",22,70,75,2,"Defender",2e+06,4000,2,68,67,58,236,71,74,75,230,211
"A. Turan",26,70,71,1,"Defender",1700000,8000,3,39,68,70,378,41,78,73,323,199
"S. Dursun",26,70,72,1,"Defender",1800000,10000,2,72,57,54,310,61,75,83,272,203
"M. Rodríguez",32,70,70,0,"Defender",975000,7000,3,69,64,71,343,68,79,69,343,201
"M. Camporese",26,70,71,1,"Defender",1700000,3000,2,68,54,51,314,73,64,68,220,219
"S. Kurumaya",26,70,71,2,"Defender",1700000,6000,3,52,57,67,370,76,82,70,275,198
"Joãozinho",28,70,70,0,"Defender",1400000,4000,3,56,69,68,334,61,76,62,295,212
"Isaac Carcelén",25,70,71,0,"Defender",2100000,5000,3,60,62,68,365,59,89,69,334,191
"E. Loeschbor",31,70,70,NA,"Defender",1200000,7000,2,70,45,53,277,76,54,79,231,212
"P. Schuurs",18,70,80,3,"Defender",2300000,4000,2,66,65,65,312,72,69,76,261,211
"P. McNair  B",23,70,78,3,"Defender",2300000,20000,3,72,66,66,317,78,61,76,310,217
"M. Beevers",28,70,70,0,"Defender",1400000,7000,2,75,42,57,234,70,76,83,257,203
"D. Gastaldello",35,70,70,1,"Defender",425000,3000,2,72,62,58,240,78,41,77,264,206
"K. Árnason",35,70,70,NA,"Defender",0,0,2,68,62,53,219,78,55,84,307,197
"Raillo",26,70,72,2,"Defender",1800000,6000,2,74,59,59,280,75,88,67,282,204
"A. Rosi",31,70,70,2,"Defender",1600000,3000,3,60,68,72,344,68,77,73,307,202
"Edsinho Torres",34,70,70,2,"Defender",5e+05,9000,2,70,60,75,338,62,79,65,305,213
"R. Cannon",20,70,82,1,"Defender",2800000,4000,2,56,59,64,398,80,87,71,276,200
"M. Faraoni",26,70,70,NA,"Defender",1500000,3000,3,65,68,70,352,71,79,69,334,200
"K. Stewart",24,70,73,1,"Defender",1900000,10000,3,64,66,68,333,70,66,73,309,211
"F. Meza",28,70,70,4,"Defender",1400000,8000,2,74,61,60,337,84,66,70,236,212
"P. Stojanović",22,70,74,2,"Defender",1900000,500,3,54,70,70,365,68,76,65,325,197
"A. Ferrari",24,70,75,NA,"Defender",2e+06,15000,2,70,56,65,346,70,69,69,237,217
"Jeong Seung Hyun",24,70,75,2,"Defender",2e+06,6000,2,75,44,37,199,79,67,93,250,206
"Flávio Rebeilo",26,70,70,2,"Defender",1500000,10000,3,54,57,69,378,70,81,58,282,201
"E. Tercero",22,70,77,1,"Defender",2100000,20000,2,70,57,60,346,75,68,75,266,208
"Kalindi",24,70,73,3,"Defender",1900000,6000,3,48,53,71,405,72,89,37,279,190
"L. Kübler B",25,70,71,1,"Defender",1700000,10000,2,63,53,63,335,73,66,63,298,221
"S. Vegas",21,70,78,4,"Defender",2200000,5000,3,67,65,66,325,87,75,78,279,208
"E. Şen",29,70,70,4,"Defender",1400000,6000,3,69,67,70,333,79,58,67,329,213
"Júlio César",23,70,75,3,"Defender",2e+06,6000,2,70,44,54,231,67,68,83,254,206
"A. Cissokho",30,70,70,1,"Defender",1300000,10000,2,67,65,65,330,73,75,74,303,221
"P. Bauer",25,70,75,0,"Defender",2e+06,7000,2,69,61,53,196,30,51,90,267,213
"P. Alvarado",32,70,70,4,"Defender",1e+06,3000,2,70,55,61,302,81,65,74,251,208
"A. Salvi",30,70,70,1,"Defender",1300000,3000,3,62,63,66,378,73,82,70,318,202
"K. Overmeire",32,70,70,2,"Defender",1e+06,8000,2,65,68,64,321,63,85,81,311,203
"C. Arboleda",32,70,70,4,"Defender",975000,3000,3,40,62,66,422,90,77,30,288,197
"H. Campagnaro",38,70,70,2,"Defender",120000,3000,2,65,56,53,261,82,39,86,255,212
"F. Mancinelli",36,70,70,0,"Defender",240000,7000,2,63,48,65,276,52,75,78,275,206
"Rúben Ferreira",28,70,70,1,"Defender",1400000,7000,3,58,65,71,338,73,75,60,343,203
"L. Lollo",31,70,70,1,"Defender",1200000,10000,2,74,32,55,217,82,40,74,267,212
"A. Milić",24,70,74,2,"Defender",2e+06,9000,2,75,59,61,242,45,68,77,279,212
"L. Lacroix",26,70,72,NA,"Defender",1800000,8000,2,72,66,60,198,65,74,88,268,211
"B. Johnson",31,70,70,0,"Defender",1200000,20000,3,72,69,67,306,81,73,80,365,202
"G. Magnani",22,70,80,1,"Defender",2500000,20000,2,73,55,60,283,71,65,75,221,221
"Artur Jorge",23,70,75,2,"Defender",2e+06,4000,2,64,55,52,277,72,49,77,244,212
"T. Malacia",18,70,81,4,"Defender",2400000,4000,3,47,52,71,400,81,72,67,301,210
"Daguinho Parrela B",34,70,70,2,"Defender",5e+05,15000,2,62,71,61,337,62,78,79,309,207
"F. Ballas",25,70,73,2,"Defender",1900000,10000,2,77,46,50,196,34,35,94,257,202
"J. Giraudon",26,70,72,2,"Defender",1800000,6000,2,71,69,67,287,66,70,69,265,211
"I. Obradović B",29,70,70,0,"Defender",1300000,10000,3,57,67,68,337,70,62,71,322,209
"Bernardo Motinho",26,70,70,2,"Defender",1500000,15000,2,65,61,62,354,66,65,64,303,212
"V. Lampropoulos",28,70,70,0,"Defender",1400000,1000,2,66,64,54,322,68,76,74,258,218
"Pol Llonch",25,70,73,2,"Defender",1900000,6000,2,44,59,63,381,80,86,65,322,211
"S. Souprayen",29,70,70,2,"Defender",1400000,5000,2,66,65,63,345,74,75,70,282,208
"R. Echeverría",23,70,76,0,"Defender",2100000,6000,3,66,69,66,325,64,75,77,302,207
"Brian Oliván",24,70,74,2,"Defender",1900000,5000,3,57,59,71,351,62,91,65,324,193
"S. Bornauw",19,70,81,2,"Defender",2600000,5000,2,68,72,65,296,63,66,85,267,203
"Mano",31,70,70,1,"Defender",1200000,4000,3,52,55,67,399,84,75,49,295,207
"P. Kanstrup",29,70,70,0,"Defender",1400000,4000,2,68,62,62,321,68,83,84,291,206
"M. te Wierik",26,70,73,1,"Defender",1800000,6000,2,72,62,62,295,65,72,77,286,206
"J. Callsen-Bracker",33,70,70,0,"Defender",725000,10000,2,76,66,59,212,62,33,72,303,214
"E. Ersoy",21,70,80,1,"Defender",2500000,7000,2,71,53,54,293,72,70,79,230,212
"A. Bodzek",32,70,70,1,"Defender",1e+06,15000,2,63,65,59,271,80,75,78,300,213
"R. Torres",32,70,70,0,"Defender",1e+06,5000,2,73,63,55,207,55,46,93,282,203
"L. Licht B",37,70,70,1,"Defender",80000,6000,3,53,71,69,346,69,69,66,340,215
"Borja Herrera",25,70,72,1,"Defender",1800000,5000,3,66,59,71,357,63,75,61,290,203
"J. Chabot",20,70,79,3,"Defender",2400000,4000,2,66,48,49,227,65,59,84,248,208
"N. Katić",21,70,81,3,"Defender",2700000,15000,2,73,56,61,324,73,68,78,238,207
"A. Benedetti",26,70,70,2,"Defender",1500000,3000,3,60,61,63,388,61,78,59,280,209
"Milton Menceiros",26,70,70,2,"Defender",1500000,10000,2,68,56,59,355,85,64,74,306,198
"N. Pérez",18,70,84,5,"Defender",3300000,10000,2,66,42,58,310,69,54,62,223,212
"L. Galeano",26,70,72,1,"Defender",1800000,7000,2,70,64,60,285,76,71,77,295,204
"L. Cavanda",27,70,70,3,"Defender",1500000,9000,3,61,62,73,361,73,69,71,305,209
"Diego Caballo",24,70,74,1,"Defender",1900000,5000,3,70,73,66,341,63,70,56,292,204
"L. Krajnc",23,70,71,3,"Defender",1800000,8000,2,65,61,64,312,77,65,84,258,208
"D. Peralta",33,70,70,4,"Defender",725000,3000,2,72,50,63,217,60,59,91,288,202
"Felipe",30,70,70,1,"Defender",1300000,7000,2,70,57,61,266,57,45,81,265,213
"Unai Medina",28,70,70,0,"Defender",1400000,7000,2,55,59,64,361,89,84,80,299,206
"K. Vandendriessche",28,70,70,1,"Defender",1800000,10000,2,70,67,65,305,68,92,84,343,206
"J. Lynch",30,70,70,0,"Defender",1300000,6000,2,67,60,59,291,77,54,89,270,204
"A. Fathi",33,70,70,NA,"Defender",0,0,3,50,72,66,359,57,70,69,336,214
"M. Dawson",34,70,70,1,"Defender",550000,20000,2,73,66,59,220,66,41,77,261,216
"J. Une Larsson",24,70,73,2,"Defender",1900000,4000,2,70,55,52,340,90,71,71,254,206
"Kim Kee Hee",28,70,70,0,"Defender",1400000,5000,2,69,66,58,314,69,69,79,297,201
"Matheus",26,70,72,2,"Defender",1800000,7000,2,70,72,62,245,54,68,81,235,210
"P. Szymiński",24,70,76,1,"Defender",2100000,3000,2,68,53,58,333,68,71,69,269,214
"Fali",24,70,75,NA,"Defender",2e+06,5000,2,64,71,66,296,70,78,89,302,197
"E. Ambrose",29,70,70,0,"Defender",1400000,20000,2,68,67,64,301,73,76,82,271,199
"S. Kitsiou B",24,70,74,1,"Defender",1900000,10000,3,58,68,69,371,74,72,63,308,204
"Eltson Marques",26,70,70,2,"Defender",1500000,15000,2,77,53,68,244,42,52,83,258,208
"K. Zachariassen",23,70,76,1,"Defender",2400000,3000,3,64,65,69,368,74,93,67,335,200
"I. Mathew",21,69,78,1,"Defender",1600000,3000,3,48,66,66,385,82,93,65,308,191
"C. Guzmán",24,69,74,0,"Defender",1200000,6000,3,69,62,67,350,91,78,70,246,201
"J. Cabezas",27,69,69,4,"Defender",875000,4000,2,64,59,62,289,78,73,74,296,202
"E. Hackman",23,69,73,2,"Defender",1100000,4000,3,65,35,66,354,65,77,74,264,197
"K. Çörekçi",26,69,69,2,"Defender",9e+05,15000,3,52,65,70,390,56,78,64,313,197
"N. Bodurov",32,69,69,NA,"Defender",0,0,2,67,56,56,325,70,71,74,294,202
"D. John",23,69,76,2,"Defender",1200000,10000,3,54,62,70,409,57,75,63,287,185
"B. Riveros  B",20,69,81,2,"Defender",1600000,8000,3,42,57,74,396,73,84,72,251,196
"F. Torijano",29,69,69,2,"Defender",825000,3000,2,74,49,53,297,75,63,76,260,201
